SampleNo,15L,25L,45L,75L,110L,15a,25a,45a,75a,110a,15b,25b,45b,75b,110b,15Si,45Si,75Si,15Sa,45Sa,75Sa,G,726C,718Y,783S,772S,755C,744S,717C,980,910,135,828,835,831,826,836,838,815,856,892,895,855,851,858,839,896,862,865,891,898,845,832,816,818,233,940,424,356,384,306,318,331,198,154,290,522,322,570,410,550,530,371,482,343,030,960,580,670,632,110,821,190
SUZUKI ZKC CK000,98.76,77.97,46.29,28.57,22.23,-41.68,-35.69,-24.29,-16.74,-14.4,-15.12,-14.55,-13.81,-14.66,-14.58,11.29,9.86,8.04,28.34,28.5,23.27,6.66,29.2614402,0,0,18.79652599,0,18.79652599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.614314204,1.948003603,0,0,0,0,0,0,0,0,0,0,0,0,0,7.233093547,0,0,0,0,1.948429396,0,18.38330478,0,0,1.01836228,0,0
FORD J CK001,98.26,79.57,48.78,28.64,20.41,-13.57,-12,-9.11,-7.52,-6.93,1.25,-0.28,-2.33,-4.27,-5.04,6.7,6.89,7.02,22.05,29.62,24.18,6.64,47.67690942,0,0,0,0,0,0,30.72167951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.36280151,0,0,1.568708228,0,0,0,0,0,0,0,0,0,0,0,0,0,4.606299026,0,0,0,0,1.582598652,0,0,0,2.481003656,0,0,0
HONDA B578M CK102,112.53,89.24,53.17,32.06,25.05,-5.1,-4.23,-2.28,-0.2,0.98,-8.5,-9.51,-11.87,-16.7,-19.26,12.47,12.76,11.45,31.76,30.62,24.9,7.22,1.831684684,0,0,34.45940607,0,34.47150983,4.260523687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.129702356,0,0,1.472566672,0,0,0,0,0,0,12.19450699,0,0,0,2.44526604,0,0,0,0,2.102768449,3.632065208,0,0,0,0,0,0
BMW JFU CK000,33.49,32.83,32.47,33.65,32.88,-2.36,-2.25,-2.18,-1.5,-1.48,-18.72,-19.04,-19.6,-20.95,-20.67,9.69,0.77,1.15,2.99,0.71,1.91,0.93,0,0,0,0,0,0,0,0,7.181565791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.2779645,0,0,0,0,0,0,68.15960865,0,0,0,0,12.38086106,0,0,0,0,0,0,0,0,0
SUZUKI ZJ9 CK008,114.06,80.71,50.65,40.79,37.5,-10.11,-9.26,-10.01,-10.61,-11.61,11.74,6.55,0.01,-3.8,-4.76,11.36,5.84,3.96,27.64,20.11,9.02,6.53,0,0,0,31.80727968,0,25.50868398,0,4.340589132,0.358973074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.62385754,0,0,0,0,0,0,1.436335862,4.912013173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.920532119,0,0,3.091735441,0,0,0
NISSAN CAH CK101,81.18,59,31.93,19.83,15.66,8.83,8.91,9.4,10.68,10.79,20.57,18.04,14.85,13.68,12.45,11.62,8.71,6.47,30.9,27.88,18.55,7.97,0,0,0,0,0,28.00267083,0,45.90437826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.470662383,0,0,0,0,0,0,0,1.71834571,0,0,0,0,2.813429326,0,0,0,5.69126447,0,6.765745973,0,0,0,0,0,0,0,0.633503045,0,0,0,0,0,0,0
HONDA NH727M CK101,129.18,93.63,48.35,26.3,19.28,-2.06,-1.64,-1.15,-0.96,-1.03,1,0.13,-0.43,-0.37,-0.31,10.17,9.3,9.12,25.68,28,23.49,6.12,0,0,0,20.57492076,0,48.1054787,7.915035408,22.11204358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059440977,0,0,0.222752339,0,0,0,0,0,0,0,0,0,0,0,1.010328227,0,0,0,0,0,0,0,0,0,0,0
SUZUKI ZE9 CK024,89.4,76.46,52.83,36.72,29.97,-7.05,-6.38,-4.94,-3.69,-2.92,-1,-3.34,-8.93,-15.74,-18.48,9.27,8.21,7.81,24.64,25.59,20.01,6.4,11.50263004,0,0,0,0,16.28217327,26.78452746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.230154802,0,0,0,0,0,0,0,0,0,20.75450295,0,0,0,0,0,0,0,0,3.554877612,12.89113386,0,0,0,0,0,0
NISSAN KBL CK000,83.21,59.78,27.16,10.19,5.54,-3.1,-2.61,-1.53,-0.3,0.13,-1.55,-1.53,-1.15,-0.83,-0.51,18.61,20.74,17.62,35.82,27.53,17.98,10.05,0,0,0,25.55927456,0,4.000191271,0,57.8993977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.503778781,0,0,0,0,0,3.106265881,0,0,0,0,0,0,0,0,0,0,0,0,2.918643325,0,0,0,0,1.012448484,0,0,0,0,0,0,0
AUDI/VOLKS WAGEN LD5H CK000,93.04,70.19,38.04,19.11,12.12,-4.67,-3.78,-2.26,-1.05,-0.51,-10.52,-8.43,-5.84,-4.58,-4.24,9.52,7.38,6.49,25.77,26.93,21.82,7.4,5.528677888,0,0,0,0,17.96485509,12.88998634,31.00395835,0,0,0,0,0,0,0,0,0,0,0,0,15.7236732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.841715109,0,0,0,0,0,0,0,0,0,0,0,4.424764423,0,0,0,0.598362535,10.02400706,0,0,0,0,0,0
MITSUBISHI U17 CK101,101.03,67.87,30.18,15.63,10.98,-4.61,-3.38,-1.34,0.29,0.81,-3.8,-3.65,-2.52,-1.2,-0.6,15.88,15.47,11.65,35.24,26.13,16.96,9.73,0,0,0,46.53247526,0,0,0,22.71970226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40550208,0,0,0,0,8.051657794,0,0,0.555995385,0,0,0,0,0,0.368940417,20.52102139,0.844705405,0,0,0,0,0
NISSAN CAA CK002,114.57,81.96,40.81,22.88,17.6,15.16,12.66,9.39,9.91,10.43,34.69,27.6,18.26,15.52,14.37,15.94,11.44,10.4,30.76,27.95,19.74,8.63,0,0,18.77478849,17.31631216,29.25641887,0,0,17.929018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.327142389,0,0,0,0,0,0,0,0,0,0,0.95852693,0,0,0,0,0,9.010717809,0,0,0,0.809846868,0,0,0,0,0,0.617228488,0,0,0,0,0,0,0
TOYOTA 4T8 CK107,103.4,90.49,64.66,45.24,37,2.47,2.36,2.45,3.81,5.09,16.67,15.05,12.88,13.82,15.27,13.36,10.79,8.85,25.55,28.46,23.82,6.89,61.08562898,0,10.80864739,10.76124104,0,0,0,0.18693813,0.061147986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.570039687,0,0,0,0,0,0,0,0,0,0,0,0,0,0.515123284,0,0,0,3.777306547,0,0,0,0,0,0,0,0,0,6.233926955,0,0,0,0,0,0,0
HONDA R532M CK003,116.97,97.39,62.66,39.39,30.96,5.93,6.14,6.62,9.07,10.96,-1.76,-2.5,-2.77,-3.11,-3.56,10.18,11.31,9.46,26.31,29.07,24.78,6.01,0,0,0,0,0,61.1793133,15.22918528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.090061149,0,0,0,0,0,10.82823569,0,0.272120239,0,0.431729225,0,0,0,0,0,0,0,0,0,0,1.456926941,0,0,0,0,0,2.51242817,0,0,0,0,0,0,0
HONDA RP36P CK004,59.35,41.49,19.22,7.84,4.9,6.82,5.08,3.11,2.19,1.32,-18.99,-12.85,-6.98,-3.72,-1.72,13.71,8.94,7.91,31.32,28.48,15.94,7.53,0,0,0,0,0,11.31620341,4.873401468,37.93465142,0,0,0,0,0,0,0,0,0,18.48042469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.063917168,0,0,0,0,0,0,0,10.36996262,0,0,7.640355326,0,0.3210839,0,0,0,0,0,0,0
SUZUKI ZLU CK102,102.74,76.43,39.52,19.06,12.13,-6.44,-5.11,-2.95,-1.08,-0.21,-15.78,-13.94,-10.2,-8.53,-7.74,17.67,14.36,12.48,32.1,29.1,24.89,8.63,0,0,12.22348643,12.16987465,0,26.43557431,0,22.31487539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198181283,0,0,0,0,24.17727653,0,0,0,0,0,0,1.54333548,0,0.93739592,0,0,0,0,0,0,0
ROVER HAC CK000,32.33,19.41,7.97,5.06,4.1,-14.2,-10.57,-5.76,-2.37,-1.25,3.82,3.02,1.4,0.46,0.13,15.61,4.45,3.01,32.37,26.24,6.94,4.96,0.241056354,0,0,0,0,0,0.563186859,63.22878757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.837515451,1.918757725,0,0,0,0,0,0,0,0,0,0,0,0,0,0.540685857,0,0,0,0,0,0,0,0,2.675137582,0,0,0,0,0,9.803084817,0,17.19178779,0,0,0,0
SUZUKI ZLU CK103,109.12,77.8,37.8,17.81,11.37,-7.01,-5.37,-2.87,-1.02,-0.27,-16.04,-13.84,-9.91,-8.48,-7.76,16.84,13.18,11.36,31.61,29.15,24.02,8.56,0,0,15.42065999,15.35302552,0,22.99408094,0,21.19234185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151580102,0,0,0,0,0,0,0,0,0,22.83489422,0,0,0,0,0,0,1.438482579,0,0.614934796,0,0,0,0,0,0,0
SUZUKI ZKU CK003,95.33,75.27,48.91,35.18,29.48,18.76,18.82,20.96,24.07,25.95,6.35,5.77,6.48,7.48,8.32,6.06,4.32,3.58,22.59,20.27,13.68,5.88,30.69577569,0,0,0,0,4.586146456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.92734764,0,0,0,0,0,0,2.803831575,0,2.445071637,0,0,0,0,0,0,0,0,9.733033456,0,0,0,0,0,0,0,0,0.808793553,0,0,0,0,0,0
MAZDA 34E CK101,101.22,78.81,44.1,24.14,17.33,-0.79,-0.26,0.22,0.64,0.73,16.35,13.89,9.03,5.64,4.18,13.25,15.23,13.25,30.9,29.82,22.74,7.87,3.518656933,0,0,18.61591941,0,18.61591941,0,38.18339155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.37296862,0,0,0,0,0,0,0,0.370028252,0,0,0,0,0,0,0,0,0,0,0,0,0.310176091,0,0,0,0,0,1.622193074,0,0,0,0,0,0,3.390746665
HONDA Y59M CK001,97.7,83.52,58.22,41.54,34.65,2.98,2.28,0.83,0.18,0.59,61.03,55.84,45.34,39.3,36.76,6.06,5.89,5.33,21.72,24.31,17.91,5.92,36.4468539,0,0,0,0,0,28.44940383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.999546228,1.529826432,0,0,0,0,0,0,0,0,3.154281304,0,0,0,0,0,0,0,0,0,3.33050738,2.368763508,0,0,0,20.72081742,0,0
PORSCHE M4Z CK000,14.1,4.85,2.41,2.47,2.38,18.28,6.55,1.15,0.81,0.64,-2.11,-1.3,-0.42,-0.62,-0.56,22.5,2.97,3.23,25.46,12.04,4.55,1.71,0,0,0,0,0,0,0,87.57483354,0.040777187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.039108852,0,0,0,0,0,2.671414378,0,0,0,0,0,0,0,0,0,0.205083853,0,0,0,0,0,0,0,1.645837619,0,0,0,0.822944574,0,0,0,0,0,0,0,0,0
NISSAN K57 CK001,86.91,62.72,31.65,18.83,14.69,0.56,0.66,0.78,1.34,1.38,4.11,2.48,-0.38,-3.44,-4.64,18.24,15.54,10.85,35.65,27.83,19.07,9.87,0,0,0,38.95892763,0,0,0,48.5691205,0.166755594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.975572094,0,0,1.573591144,0,0,0,0,0,0,0,0,0,0,0,0,2.033837591,0,0,0,0,0,1.047933517,0,1.674261933,0,0,0,0,0
HONDA YR558M CK101,56.19,32.67,9.95,3.93,2.92,2,1.17,0.68,0.42,0.32,4.58,2.63,1.39,0.72,0.49,22.92,16.6,6.17,37.16,21.75,6.56,9.14,0,0,0,9.957623874,0,0,0,74.85075499,0,0.138304467,10.67187698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165262409,0,0,1.228653767,0,0,0,0,0,0,0,0,0,0,0,2.685535813,0,0,0,0.301987702,0,0,0,0,0,0,0
AUDI/VOLKS WAGEN LG6V CK004,85.51,73.33,59.23,53.56,50.49,-8.26,-10.58,-14.65,-16.94,-17.9,23.32,23.4,24.71,25.87,26.42,5.27,2.95,2.54,21.84,12.45,3.58,5.13,49.08444422,0,0,0,0,0,0,0,0.60246096,4.316841484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.84042955,0,0,0,0,0,0,0,0,6.569209571,0,0,0,0,0,0,10.63929879,0,0,0,0,0,0,0,0,0,0,0,1.577209447,0,0,9.37010598,0,0,0,0
MERCEDES-BENZ 366 CK012,27.47,18.35,8.49,5.5,4.58,-12.79,-8.29,-0.14,4.08,4.33,-29.44,-22.86,-17.82,-15.97,-14.08,7.83,3.1,5.31,34.34,25.82,5,3.06,0.588297164,0,0,0,0,0,1.367108498,30.71723975,0.062540937,0,0,0,0,0,0,0,0,0,0,0,7.834896441,0,0,0,0,2.240633935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.87720969,0,0,6.354716767,0,0,0,25.95735682,0,0,0,0,0
TOYOTA 8S7 CK114,99.12,80.64,51.18,32.91,25.52,-4.91,-4.75,-4.19,-3.53,-3.12,-14.84,-13.85,-12.01,-12.5,-13.88,7.87,7.12,6.18,23.67,27.59,22.78,6.51,43.07842833,0,0,0,0,17.03848648,0,11.7272139,0.141637091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.55200687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.321800926,0,0,2.858448195,0,1.281978207,0,0,0,0,0,0,0
TOYOTA 11GY48 CK000,94.36,63.78,29.03,13.18,7.77,-0.05,0.02,0.18,0.41,0.42,1.29,1.05,0.81,0.62,0.4,14.83,11.24,9.01,32.93,26.2,21.14,9.37,10.07439261,0,0,22.0244591,0,0,0,57.87190879,0,0,0,0,0,0,0,0,0,0,0,0,7.873358107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.981655129,0,0,0,0,0,0,0,0,0,0,0,1.077472963,0,0,0,0.096753296,0,0,0,0,0,0,0
NISSAN FAC CK101,86.37,70.19,44.8,29.06,22.81,-50.89,-43.47,-31.26,-23.19,-20.2,-10.58,-10.78,-11.06,-12.21,-12.36,5.6,4.57,4.17,21.08,22.06,18.43,5.69,13.98544779,0,0,0,0,0,32.54949043,4.10099597,0.134144728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.13620498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.157342396,0,18.41396463,0,13.52240908,0,0,0
MAZDA 45B CK000,63.72,36.98,12.72,5.9,4.32,-13.6,-8.77,-1.61,1.96,2.08,-26.58,-19.84,-12.68,-9.34,-6.41,23.53,12.8,5.84,34.21,21.24,6.65,10.35,0,0,4.760789417,15.28563878,0,0,0,45.3800096,0,0,0,0,0,0,0,0,0,0,0,0,12.35547565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.425330865,0,0,5.974339869,0,0.151451034,0,9.666964786,0,0,0,0,0
MITSUBISHI P38 CK003,101.17,78.94,49.92,35.5,30.47,10.96,10.15,9.65,10.4,10.79,5.37,5.06,5.78,5.93,5.35,9,6.26,4.71,25.48,22.21,12.95,6.66,0,0,0,0,0,24.67892267,10.5715962,8.617961157,0.290744677,0,0,0,25.19594472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.2227966,0,0,0,0,0,0,0,0.882350085,0,0,0.160070391,0,0,0,0,0,0,0,0,0,0,0,0.379613492,0,0,0,0,0,0,0
DAIHATSU G55 CK102,64.19,51.11,34.68,26.59,22.86,5.47,3.41,0.39,-1.06,-1.56,15.79,14.73,13.87,12.97,12.15,13.09,7.44,5.07,31.98,24.64,15.48,7.65,5.962184689,0,0,7.363837035,0,7.363837035,0,0,0.305320733,0.718185207,0,0,0,0,0,0,0,0,0,0,0,0,0,11.9676021,0,0,0,0,0,0,0,0,0,19.02804678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.561944586,45.72904183,0,0,0,0,0,0
DAIHATSU B63 CK006,76.3,54.2,27.66,15.79,11.79,-34.64,-25.22,-9.11,2.62,6.2,-45.74,-38.5,-31.23,-30.15,-29.05,9.86,7.26,8.02,29.46,27.89,16.4,6.48,0,0,0,0,0,26.54270013,0,3.11392837,0.059143047,0,0,0,0,0,0,0,0,13.9459551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.484697451,0,0,0,0,0,0,0,0,0,0,28.2593132,0,0,0,0,0.288942692,0,24.30532,0,0,0,0,0
SUZUKI ZYS CK000,99.61,68.67,31.44,14.23,8.82,-19.85,-15.92,-10.04,-6.97,-5.71,16.03,11.73,5.69,2.2,1.2,16.77,15.43,9.66,34.14,27.03,23.22,9.46,0,0,3.969312093,25.70006187,0,5.195863678,2.225589816,41.92329393,0,0.108090121,0,0,0,0,0,0,6.474148816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.549090727,0,0,13.85454895,0,0,0,0
SUZUKI ZKU CK108,94.82,75.44,48.78,34.12,28.41,22.86,21.56,21.25,23.11,24.52,7.82,7.32,8.56,10.44,11.3,7.08,5.05,4.26,23.07,19.99,12.97,5.9,10.68017153,0,0,0,0,12.87591744,30.36817762,0,0.116320791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.30602254,0,0,0,1.334413262,0,1.795142973,0,0,0,0,0,0,0,0,14.21866381,0,0,0,0,0,0,0,0.30517004,0,0,0,0,0,0,0
TOYOTA 8Y3 CK002,75.37,61.47,45.33,38.56,35.58,-30.29,-27.25,-23.34,-20.44,-19.38,-23.37,-23.94,-25.57,-27.74,-28.62,8.09,4.78,3.9,27.71,22.66,11.06,5.72,18.79950371,0,0,0,0,35.06354804,0,0,1.360548195,0,0,0,0,0,0,0,0,0,0,0,7.455312541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.213439367,0,0,0,0,0,0,5.032040154,0,0,0,0,1.02832258,0,30.04728542,0,0,0,0,0
AUDI/VOLKS WAGEN LD5L CK001,66.27,41.32,16.06,7.74,5.64,-17.58,-11.68,-2.57,2.67,2.92,-26.58,-21.55,-14.77,-10.43,-7.64,24.02,11.43,6.65,33.97,24.22,11.56,10.02,0,0,6.839203589,12.70999327,0,0,0,40.78076326,0,0,0,0,0,0,0,0,0,0,0,0,0,16.72985633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.692757907,0,0,0,0,5.024974545,0,0.349579527,0,12.87287158,0,0,0,0,0
HONDA PB85P CK102,13.45,6.76,3.22,2.58,2.09,8.75,4.87,0.81,0.41,0.26,-2.79,-3.2,-1.3,-0.65,-0.48,41.28,2.68,3.15,17.58,21.83,2.66,2.05,0,0,0,0,0,0,0,92.14107993,0.019015524,0.018997769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.076077516,0,0,1.522823255,0,0,0.594930138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.627075871,0,0,0,0,0,0,0
MERCEDES-BENZ 585-A CK000,49.41,37.68,19.84,9.74,6.22,-3.12,-3.07,-1.94,0.14,1.03,-12.62,-10.43,-7.15,-4.86,-3.41,15.41,13.43,9.03,33.4,27.4,18.11,6.92,0,0,0,0,0,7.826034426,0,50.45544669,0,0,0,0,0,0,0,0,0,0,0,0,0,24.62893643,0,0,0,0,0,0,0,0,0,0,0,0,0,10.75743564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.074738996,0,0,0,4.257407824,0,0,0
MITSUBISHI G99 CK000,59.6,45.98,24.32,9.32,4.55,-11.06,-9.25,-5.98,-2.81,-0.86,7.93,6.23,3.46,0.86,-0.21,7.72,5.45,4.79,28.4,29.82,23.1,7.58,4.313732693,0,0,0,0,0,10.00603666,78.29144726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.642822033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.702026245,0,0,0,4.842032231,0.20190288,0,0
NISSAN B21 CK102,59.33,43.89,22.02,9.9,6.06,-9.66,-7.95,-3.42,1.38,2.39,-33.35,-27.31,-18.94,-13.44,-10.06,12.91,11.86,9.86,33.48,28.43,18.04,6.91,0,0,0,0,0,13.84623462,0,30.7698218,0,0,0,0,0,0,0,0,0,18.1959381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214236684,0,0,0,0,19.29671739,0,0,0,0,8.25672443,0,1.080486839,0,8.339840139,0,0,0,0,0
NISSAN ZQJ CK001,93.51,73.26,46.09,32.11,26.77,27.02,25.17,22.87,23.12,23.77,13.11,10.1,9.15,11.49,13.12,7.27,5.71,5.03,24.87,25.74,17.73,6.59,38.13024731,0,0,0,0,0,0,0,0.064857056,0.928749815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.15281665,0,0,0,1.065305594,0,12.43776051,0,0,0,0,0,4.55663007,0,0,0,0,0,0,0,0,0,0.663632993,0,0,0,0,0,0,0
TOYOTA 3Q0 CK101,122.04,100.61,63.01,38.05,29.61,5.63,5.24,4.54,5.56,6.68,0.73,0.04,-0.54,-0.41,-0.2,10.52,11.05,11.38,25.75,30.86,26.23,6.28,0,0,3.338688264,0,9.350746478,79.33146275,0,1.804481514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149779098,0,0,1.912657728,0,0,0,0,0,0.404410918,0,0,0,0,0,0,0,0,0,2.077918984,1.629854271,0,0,0,0,0,0
SUZUKI ZJH CK005,106.44,80.61,48.18,33.03,28.02,-10.73,-9.73,-8.95,-8.52,-8.53,-11.23,-10.13,-8.98,-10.51,-12.41,12.39,9.44,7.42,31.12,24.12,15.63,6.99,0,0,0,32.12541515,0,22.28194268,9.547839812,13.26686732,0.361635792,0,0,0,0,0,0,0,0,0,0,0,16.04788838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.572819775,0,0,0,0.795591092,0,0,0,0,0,0,0
TOYOTA 8P2 CK103,104.9,82.66,48.06,28.49,22.14,-15.29,-13.38,-10.44,-9.17,-8.94,-12.72,-11.69,-9.72,-9.96,-10.95,14.28,14.7,14.24,32.96,30.26,21.52,7.81,12.02542743,0,0,62.11151499,0,0,0,16.47398722,0.142044898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.565443469,3.102773086,0,0,0,1.5788089,0,0,0,0,0,0,0
TOYOTA 6M3 CK001,85.63,68.01,39.5,20.45,12.73,-7.22,-6.18,-4.1,-2.38,-1.56,-0.12,0.01,-0.05,-0.43,-0.74,8.95,8.09,7.58,25.35,29.52,24.33,7.05,23.03141086,0,0,0,0,4.84202987,2.07622643,55.3212085,0,0,0,0,0,0,0,0,0,0,0,0,10.81507075,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225270908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.326495102,0,0,0,1.015285415,0,1.347002159,0,0,0,0,0
TOYOTA 6N8 CK001,80.57,63.94,37.9,21.19,14.07,-30.33,-26.45,-19.36,-14.51,-11.89,2.84,1.79,0.16,-1.03,-1.51,6.59,6.34,5.95,26.21,29.54,23.38,6.95,30.14063068,0,0,0,0,0,0,20.92793791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.289770742,0,0,0,1.239599708,18.90265359,0,23.49940737,0,0,0,0
TOYOTA 8P5 CK008,119.15,93.44,54.73,34.06,26.99,-2.47,-2.2,-1.21,-0.03,0.58,-11.97,-8.98,-5.88,-6.01,-7.23,12.42,14.38,10.49,29.33,27.36,22.86,6.79,0,0,0,26.20089811,0,26.20089811,0,1.260213281,0,0,0,0,0,0,0,0,0,41.02406878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.401683728,0,0,0,0,0,0,0,0,0,0,0,0.981037919,0,1.536530538,1.138257157,1.25641237,0,0,0,0,0
SUBARU 8S7 CK000,101.33,83.18,50.75,26.84,17.78,-6.11,-5.5,-4.18,-2.88,-2.12,-17.61,-15.98,-12.81,-12.12,-12.52,10.17,11.78,11.81,28.48,31.67,28.16,7.1,0,0,0,0,0,55.11355374,0,14.15326311,0,0,0,0,0,0,0,0,0,11.52690944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.75416298,0,0,0,3.696103869,0,0,2.134841998,0,1.621164865,0,0,0,0,0,0,0
TOYOTA 770 CK000,74.47,54.88,28.04,12.66,7.05,-24,-19.61,-11.75,-5.35,-2.21,-21.43,-17.3,-11.91,-9.17,-7.85,9.95,7.19,6.86,30.77,28.49,22.25,7.25,3.104855474,0,0,0,0,12.4457328,7.228775353,43.45264401,0,0,0,0,0,0,0,0,0,0,0,0,13.10420984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.937756756,0,0,0,0,0,0,0,0,0,0,14.74745699,0,0,0,0,0.265329726,0,4.713239051,0,0,0,0,0
SUZUKI ZKU CK104,95.03,75.72,49.14,34.52,28.9,19.29,19.55,21.21,24.23,25.83,6.78,6.85,8.02,9.65,10.34,9.08,5.36,3.77,24.56,22.86,15.66,5.8,0,0,0,0,0,27.05994563,11.60226697,1.330091298,0.043507659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.17713514,0,0,0,0,0,0,2.165843851,0,1.876083243,0,0,0,0,0,0,0,0,11.7072189,0,0,0,0,0,0,0,1.037907308,0,0,0,0,0,0,0
MAZDA 36C CK003,57.24,36.46,12.56,4.54,2.92,-4.26,-3.54,-2.12,-0.66,-0.24,-8.09,-4.2,-1.78,-0.67,-0.5,24.42,22.64,7.67,35.73,21.63,7.73,9.57,0,0,0,10.20492506,0,0,0,60.245504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.94203339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.858432185,1.43392095,0,0,0,0.616156131,10.69902828,0,0,0,0,0,0
